,fir_id,name,boundary
149,0,STRANGFORD CTA 9,+541744.00-0062349.00/+541711.00-0060044.00/+541100.00-0055428.00/+540915.00-0054823.00/+540008.00-0055552.00/+540543.00-0062435.00/+541744.00-0062349.00
150,0,STRUMBLE CTA 1,+524418.00-0053000.00/+520401.00-0045652.00/+515517.00-0035758.00/+514535.00-0040150.00/+515440.00-0050309.00/+515234.00-0060431.00/+515144.00-0062442.00/+522000.00-0053000.00/+524418.00-0053000.00
151,0,STRUMBLE CTA 2,+515517.00-0035758.00/+515401.00-0034944.00/+514419.00-0035338.00/+514535.00-0040150.00/+515517.00-0035758.00
152,0,STRUMBLE CTA 3,+515401.00-0034944.00/+515204.00-0033711.00/+514224.00-0034108.00/+514419.00-0035338.00/+515401.00-0034944.00
153,0,STRUMBLE CTA 4,+515204.00-0033711.00/+514954.00-0032323.00/+514355.00-0032348.00/+513946.00-0032432.00/+514224.00-0034108.00/+515204.00-0033711.00
154,0,WASH CTA 1,+534117.00-0010226.00/+533619.00-0004448.00/+533225.00-0003106.00/+532830.00-0001732.00/+532204.00+0000431.00/+531717.00+0000155.00/+531222.00+0000029.00/+531232.00-0000107.00/+530618.00-0000428.00/+531101.00-0002908.00/+531343.00-0004324.00/+531938.00-0011532.00/+533059.00-0010932.00/+533109.00-0010751.00/+534117.00-0010226.00
155,0,WORTHING CTA 1,+512247.00+0011549.00/+512130.00+0012140.00/+512106.00+0013052.00/+512053.00+0013611.00/+511826.00+0013519.00/+511929.00+0013040.00/+511422.00+0013004.00/+510600.00+0014138.00/+510354.00+0014545.00/+510000.00+0012800.00/+505842.00+0010227.00/+512247.00+0011549.00
156,0,WORTHING CTA 2,+504000.00-0002220.00/+504000.00+0003000.00/+504507.00+0004500.00/+505842.00+0010227.00/+510000.00+0012800.00/+504000.00+0012800.00/+500320.00-0000639.00/+501027.00-0001143.00/+501347.00-0001511.00/+501717.00-0001053.00/+502605.00-0000746.00/+504000.00-0002220.00
157,0,WORTHING CTA 3,+511929.00+0013040.00/+511251.00+0020000.00/+510700.00+0020000.00/+510354.00+0014545.00/+510600.00+0014138.00/+511422.00+0013004.00/+511929.00+0013040.00
158,0,WORTHING CTA 4,+503606.00-0003840.00/+504012.00-0002904.00/+504132.00-0002357.00/+502605.00-0000746.00/+501717.00-0001053.00/+501347.00-0001511.00/+503606.00-0003840.00
159,0,WORTHING CTA 5,+512053.00+0013611.00/+511948.00+0020000.00/+511251.00+0020000.00/+511826.00+0013519.00/+512053.00+0013611.00
160,0,WORTHING CTA 6,+500000.00-0003155.00/+501347.00-0001511.00/+501027.00-0001143.00/+500320.00-0000639.00/+500000.00-0001500.00/+500000.00-0003155.00
161,0,WORTHING CTA 7,+504626.00-0004942.00/+504626.00-0002908.00/+504132.00-0002357.00/+504012.00-0002904.00/+503606.00-0003840.00/+503700.00-0003938.00/+504626.00-0004942.00
