,name,boundary,floor,ceiling
141,EG D701A ,+573347.00-0074803.00/+572253.00-0072531.00/+572324.00-0072233.00/+572147.00-0072116.00/+571056.00-0072253.00/+571034.00-0073131.00/+570200.00-0073421.00/+572004.00-0072347.00/+573347.00-0074803.00,0,660
142,EG D701B ,+570200.00-0073421.00/+565713.00-0073556.00/+571703.00-0092047.00/+574801.00-0092039.00/+574514.00-0083032.00/+574224.00-0080606.00/+573347.00-0074803.00/+572004.00-0072347.00/+570200.00-0073421.00,0,660
143,EG D701C ,+574801.00-0092039.00/+575639.00-0081032.00/+575154.00-0074532.00/+573809.00-0073422.00/+572004.00-0072347.00/+573347.00-0074803.00/+574224.00-0080606.00/+574514.00-0083032.00/+574801.00-0092039.00,0,660
144,EG D701D ,+571703.00-0092047.00/+565801.00-0074000.00/+564302.00-0074000.00/+565603.00-0090000.00/+571703.00-0092047.00,0,660
145,EG D701E ,+582859.00-0094100.00/+582859.00-0084939.00/+574923.00-0071500.00/+574128.00-0073703.00/+575154.00-0074532.00/+575639.00-0081032.00/+575411.00-0083112.00/+580439.00-0085353.00/+582859.00-0094100.00,0,660
146,EG D701F ,+593000.00-0100000.00/+584715.00-0074914.00/+582525.00-0070835.00/+574923.00-0071500.00/+582859.00-0084939.00/+582859.00-0100000.00/+593000.00-0100000.00,0,660
147,EG D701G ,+582859.00-0100000.00/+582859.00-0094100.00/+580439.00-0085353.00/+575411.00-0083112.00/+574801.00-0092039.00/+571703.00-0092047.00/+573301.00-0100000.00/+582859.00-0100000.00,0,660
148,EG D701H ,+573301.00-0100000.00/+571703.00-0092047.00/+565603.00-0090000.00/+571500.00-0100000.00/+573301.00-0100000.00,0,660
149,EG D701I ,+571500.00-0100000.00/+565603.00-0090000.00/+564302.00-0074000.00/+563510.00-0074307.00/+563524.00-0083728.00/+564548.00-0100000.00/+571500.00-0100000.00,0,660
150,EG D701J ,+564548.00-0100000.00/+563524.00-0083728.00/+563510.00-0074307.00/+560339.00-0074415.00/+563523.00-0100000.00/+564548.00-0100000.00,0,660
151,EG D701K ,+563523.00-0100000.00/+560339.00-0074415.00/+555107.00-0080000.00/+555107.00-0080331.00/+562630.00-0100000.00/+563523.00-0100000.00,0,660
152,EG D701L ,+562630.00-0100000.00/+560435.00-0084640.00/+560530.00-0100000.00/+562630.00-0100000.00,0,660
153,EG D701M ,+560530.00-0100000.00/+560435.00-0084640.00/+555107.00-0080331.00/+555107.00-0080000.00/+554000.00-0080000.00/+554000.00-0092508.00/+554516.00-0100000.00/+560530.00-0100000.00,0,660
154,EG D701N ,+563148.00-0114510.00/+560530.00-0100000.00/+554516.00-0100000.00/+555352.00-0110000.00/+563148.00-0114510.00,0,660
